"reachNumber","reachID","length","width","depth","localArea","localPET","localCin","d","connect","order","lake"
9,11749307,4988,5.85610718802138,0.234987830160152,8487000,0.005,10,0.1,"0",1,0
32,11750155,171,3.35019944571556,0.156783706465207,0,0.005,10,0.1,"0",1,0
50,11749077,1681,4.23519992699266,0.18729699107917,3258900,0.005,10,0.1,"0",1,0
63,11749037,2457,4.73936800769706,0.202639153131321,4194000,0.005,10,0.1,"0",1,0
75,11749643,1413,3.34598688725082,0.158812990316458,1710900,0.005,10,0.1,"0",1,0
87,11748895,2125,4.14790200845751,0.184586102775615,2837700,0.005,10,0.1,"0",1,0
101,11748775,4400,6.13852052169404,0.242864287324809,7027200,0.005,10,0.1,"0",1,0
109,11748753,2089,4.02765472279395,0.180823812623112,2199600,0.005,10,0.1,"0",1,0
115,11749059,3651,5.46496959665664,0.223887828490272,6034500,0.005,10,0.1,"0",1,0
128,11747905,3500,7.00369143378789,0.2663470933346,5106600,0.005,10,0.1,"0",1,0
140,11747807,3333,8.46050040725072,0.304015897696839,6040800,0.005,10,0.1,"0",1,0
156,11748389,3023,7.39044692067517,0.276559480343415,5557500,0.005,10,0.1,"0",1,0
174,11750419,1737,2.74027460684357,0.138094034942597,788400,0.005,10,0.1,"0",1,0
195,11750533,2914,4.96225624009765,0.209263984154632,3285900,0.005,10,0.1,"0",1,0
203,11749129,4181,6.15467930911554,0.243311624953913,7105500,0.005,10,0.1,"0",1,0
205,11750539,2041,4.34077269172138,0.190553087486379,2755800,0.005,10,0.1,"0",1,0
209,11749335,2351,4.10662775369887,0.18329845126224,3190500,0.005,10,0.1,"0",1,0
227,11748107,402,1.92156312387656,0.107715280811905,197100,0.005,10,0.1,"0",1,0
233,11747885,2326,5.10897464699911,0.21357611495731,2343600,0.005,10,0.1,"0",1,0
237,11750543,2205,3.78596899344928,0.173158173419336,1881900,0.005,10,0.1,"0",1,0
243,11750365,1773,3.63045921565048,0.168148172878514,1388700,0.005,10,0.1,"0",1,0
244,11749689,6562,7.03837142862522,0.267269613822781,12428100,0.005,10,0.1,"0",1,0
247,11748835,3324,4.23164171759886,0.187186826704549,2691000,0.005,10,0.1,"0",1,0
248,11749731,8541,7.51268010189705,0.27975347283294,15127200,0.005,10,0.1,"0",1,0
249,11749319,6323,6.52383671091166,0.253437698807734,10593900,0.005,10,0.1,"0",1,0
251,11748861,3776,5.05255412099689,0.211922340106072,3319200,0.005,10,0.1,"0",1,0
255,11749185,2037,3.76680416030885,0.172544129564317,2583900,0.005,10,0.1,"0",1,0
260,11749051,2233,2.95321203332687,0.145520875702538,1389600,0.005,10,0.1,"0",1,0
266,11748719,3745,6.02809494756275,0.239797757772008,5862600,0.005,10,0.1,"0",1,0
268,11749385,4687,5.47545929345707,0.224188559875431,6884100,0.005,10,0.1,"0",1,0
269,11749769,8532,8.10447103608776,0.295002931134934,19564200,0.005,10,0.1,"0",1,0
273,11750631,1615,3.88145112086391,0.176203667673728,2123100,0.005,10,0.1,"0",1,0
278,11748987,3206,4.63236280445023,0.199425575967545,3872700,0.005,10,0.1,"0",1,0
284,11747979,3071,4.51923042793789,0.196003668121427,1780200,0.005,10,0.1,"0",1,0
294,11750655,1542,2.96371748344538,0.145883045252045,1194300,0.005,10,0.1,"0",1,0
298,11749095,4047,4.67916745367228,0.20083392236774,4122000,0.005,10,0.1,"0",1,0
300,11748845,6291,7.14447782248324,0.270083718101304,7576200,0.005,10,0.1,"0",1,0
307,11750817,1173,2.43413765869541,0.1271044201588,921600,0.005,10,0.1,"0",1,0
311,11749623,3446,4.31176595448557,0.189660846372358,2403000,0.005,10,0.1,"0",1,0
316,11748797,3630,4.92202846304258,0.208075019275969,4083300,0.005,10,0.1,"0",1,0
320,11750165,222,1.63400005516363,0.0961602327346271,344700,0.005,10,0.1,"0",1,0
322,11750635,1522,3.1295955011415,0.151551697485298,1170900,0.005,10,0.1,"0",1,0
332,11748425,2855,6.08753389349121,0.241450458004529,3094200,0.005,10,0.1,"0",1,0
333,11749531,1280,2.71940436959655,0.137356973379225,1310400,0.005,10,0.1,"0",1,0
334,11749775,917,1.91944325075948,0.107632084808246,546300,0.005,10,0.1,"0",1,0
335,11749519,1565,3.61103061066079,0.16751776803394,2572200,0.005,10,0.1,"0",1,0
336,11749503,1510,2.66623604840275,0.135471542608976,1209600,0.005,10,0.1,"0",1,0
337,11749499,1878,3.39570088829129,0.160461060715898,2198700,0.005,10,0.1,"0",1,0
340,11749489,933,2.35600516676565,0.124234559930085,882900,0.005,10,0.1,"0",1,0
342,11750809,1779,2.87210999441474,0.142711774661114,1415700,0.005,10,0.1,"0",1,0
345,11750823,1611,2.97648804974033,0.146322785222102,1528200,0.005,10,0.1,"0",1,0
346,11750821,2391,3.54913803189948,0.165502699554753,2353500,0.005,10,0.1,"0",1,0
348,11749491,2079,3.62341091043469,0.167919592001912,2550600,0.005,10,0.1,"0",1,0
349,11750825,381,2.89388416188084,0.143468269204258,1438200,0.005,10,0.1,"0",1,0
351,11749479,2073,3.10024410037703,0.150555346173119,1749600,0.005,10,0.1,"0",1,0
353,11749379,4066,4.75395091018296,0.20307541244801,4816800,0.005,10,0.1,"0",1,0
355,11750173,174,0.896335661458389,0.0631609322955566,73800,0.005,10,0.1,"0",1,0
358,11750161,193,2.98572841977012,0.146640613991522,1408500,0.005,10,0.1,"0",1,0
359,11750903,135,1.09102059226234,0.0724773193865107,126000,0.005,10,0.1,"0",1,0
362,11750763,919,2.40174927573827,0.125918176816008,864900,0.005,10,0.1,"0",1,0
363,11750757,1432,3.75591204561915,0.172194727103799,2528100,0.005,10,0.1,"0",1,0
365,11750899,212,1.40569521790099,0.0865451781308513,221400,0.005,10,0.1,"0",1,0
366,11749271,1547,3.83452848452929,0.174709868464602,2536200,0.005,10,0.1,"0",1,0
368,11750705,1589,3.64274848326249,0.168546403253663,2167200,0.005,10,0.1,"0",1,0
370,11750665,1494,2.92375591113086,0.14450332423945,1183500,0.005,10,0.1,"0",1,0
371,11750679,2353,3.24440039835738,0.155422242625399,1520100,0.005,10,0.1,"0",1,0
372,11750699,1804,3.18402341203982,0.153391903099858,1501200,0.005,10,0.1,"0",1,0
373,11750707,2010,3.50703401767896,0.164125871020487,1930500,0.005,10,0.1,"0",1,0
376,11750685,1331,3.22582956856066,0.15479896473,1507500,0.005,10,0.1,"0",1,0
382,11750841,1595,4.41885766473704,0.192946128111827,3063600,0.005,10,0.1,"0",1,0
384,11750839,1439,3.71019359059313,0.170724818056971,1948500,0.005,10,0.1,"0",1,0
385,11750651,1700,3.67927719820356,0.169727734850753,1951200,0.005,10,0.1,"0",1,0
388,11750669,1216,2.71415213242874,0.137171216375826,946800,0.005,10,0.1,"0",1,0
389,11750653,2065,3.59948189975313,0.167142561977724,1816200,0.005,10,0.1,"0",1,0
390,11750835,1501,3.00523420126624,0.147310561488533,1147500,0.005,10,0.1,"0",1,0
391,11750661,1685,3.35385254370653,0.159074231590009,1543500,0.005,10,0.1,"0",1,0
392,11750641,1645,3.8524196683447,0.175280084127849,2061900,0.005,10,0.1,"0",1,0
393,11750639,2759,3.98077628009489,0.179347983726665,2175300,0.005,10,0.1,"0",1,0
394,11750691,1870,3.49036709282816,0.163579483584646,1772100,0.005,10,0.1,"0",1,0
400,11750701,1465,2.93440717153491,0.144871621727041,1148400,0.005,10,0.1,"0",1,0
402,11750901,226,2.35600516676565,0.124234559930085,722700,0.005,10,0.1,"0",1,0
406,11750687,1154,3.12310586610787,0.151331645092433,1319400,0.005,10,0.1,"0",1,0
408,11750735,1706,3.14251932272419,0.151989514838598,1451700,0.005,10,0.1,"0",1,0
410,11750897,108,3.35019944571556,0.156783706465207,0,0.005,10,0.1,"0",1,0
411,11750711,1941,3.33512973436625,0.158452089877884,1633500,0.005,10,0.1,"0",1,0
412,11750753,2934,4.34969690497524,0.190827234231371,3327300,0.005,10,0.1,"0",1,0
413,11750765,2788,4.58298298461089,0.197935107067475,3942000,0.005,10,0.1,"0",1,0
414,11750755,1809,2.95905475291368,0.145722347825071,1347300,0.005,10,0.1,"0",1,0
417,11750811,971,2.50601814566546,0.129720318674007,993600,0.005,10,0.1,"0",1,0
421,11750805,2390,3.76262003794435,0.172409945187442,2688300,0.005,10,0.1,"0",1,0
422,11750777,2237,3.17451199631256,0.153071007178649,1704600,0.005,10,0.1,"0",1,0
423,11750771,1408,3.05827269433733,0.149125668654238,1521000,0.005,10,0.1,"0",1,0
426,11750781,1004,2.7062473570095,0.136891443050496,1115100,0.005,10,0.1,"0",1,0
427,11750779,1192,2.57939514675446,0.13236756318991,985500,0.005,10,0.1,"0",1,0
428,11750801,1999,2.83901467583795,0.141558647718592,1356300,0.005,10,0.1,"0",1,0
429,11749371,266,1.92156312387656,0.107715280811905,517500,0.005,10,0.1,"0",1,0
432,11750803,379,2.03939459728467,0.112297462793125,603000,0.005,10,0.1,"0",1,0
434,11749407,3314,4.69894195360702,0.201427663511015,4715100,0.005,10,0.1,"0",1,0
437,11749743,2192,3.89106190566965,0.176508960469741,3060900,0.005,10,0.1,"0",1,0
438,11749461,2036,3.13714333144191,0.151807459348555,1778400,0.005,10,0.1,"0",1,0
439,11749463,1700,3.24645477635165,0.15549112623222,1944000,0.005,10,0.1,"0",1,0
440,11749745,1306,3.3122692657757,0.157691034891847,2017800,0.005,10,0.1,"0",1,0
441,11749421,1364,2.51772405164005,0.130144179303675,1012500,0.005,10,0.1,"0",1,0
442,11749405,3365,4.60459744567053,0.198588102763677,4519800,0.005,10,0.1,"0",1,0
443,11749345,2132,3.68014083487306,0.169755622000595,2489400,0.005,10,0.1,"0",1,0
444,11749349,4136,5.39889638827212,0.221989561840327,6255900,0.005,10,0.1,"0",1,0
445,11749727,2314,3.47452455482338,0.163059395753966,2250900,0.005,10,0.1,"0",1,0
446,11749719,1785,3.12418876493897,0.15136837386263,1704600,0.005,10,0.1,"0",1,0
447,11749313,1326,3.22064473146413,0.154624758149925,1795500,0.005,10,0.1,"0",1,0
449,11749279,6882,6.81888563147766,0.26140774061118,11137500,0.005,10,0.1,"0",1,0
450,11749285,2662,3.77515320652772,0.172811749077029,2595600,0.005,10,0.1,"0",1,0
451,11749713,2628,3.25158288319556,0.155663015401695,1863900,0.005,10,0.1,"0",1,0
452,11749171,1689,3.08817543533488,0.150144847729915,1615500,0.005,10,0.1,"0",1,0
456,11749155,1525,2.53514328721863,0.130773821981035,985500,0.005,10,0.1,"0",1,0
458,11749153,1989,3.14788264350145,0.152171048167356,1694700,0.005,10,0.1,"0",1,0
461,11749261,565,2.05105530330136,0.11274653879766,529200,0.005,10,0.1,"0",1,0
462,11749231,819,2.66758313455983,0.135519450823553,981000,0.005,10,0.1,"0",1,0
463,11750643,1658,3.61811223055059,0.16774766471152,1903500,0.005,10,0.1,"0",1,0
465,11750601,2042,3.21232493379602,0.154345043341824,1375200,0.005,10,0.1,"0",1,0
467,11750553,1655,3.51808480895167,0.164487716741458,1712700,0.005,10,0.1,"0",1,0
468,11750555,1511,3.16921082941553,0.152892031369311,1314000,0.005,10,0.1,"0",1,0
469,11750549,2592,3.91890784958709,0.17739223070373,2197800,0.005,10,0.1,"0",1,0
472,11750893,249,2.69034140666051,0.136327740281771,781200,0.005,10,0.1,"0",1,0
473,11750545,3054,5.12540605808462,0.214056713623428,3885300,0.005,10,0.1,"0",1,0
474,11750571,2089,3.94648320380369,0.178265064288339,2216700,0.005,10,0.1,"0",1,0
478,11750895,822,3.32322962868722,0.158056115726533,1462500,0.005,10,0.1,"0",1,0
479,11750617,1938,3.64449942399249,0.168603109184175,1858500,0.005,10,0.1,"0",1,0
483,11750537,908,3.30025510066257,0.157290436131062,1179000,0.005,10,0.1,"0",1,0
490,11750583,1665,3.68445482626702,0.169894893005564,1826100,0.005,10,0.1,"0",1,0
492,11750573,2114,3.70933960210172,0.170697309668961,1799100,0.005,10,0.1,"0",1,0
496,11750559,1838,3.98542108064334,0.179494443331669,2052000,0.005,10,0.1,"0",1,0
498,11750547,2360,4.4148307287835,0.192823028069203,2538900,0.005,10,0.1,"0",1,0
500,11750579,1586,3.40533151041401,0.16077948636584,1377000,0.005,10,0.1,"0",1,0
502,11750843,1115,2.47343091050858,0.128537221455718,775800,0.005,10,0.1,"0",1,0
503,11749179,659,2.12471761206273,0.115565954718254,534600,0.005,10,0.1,"0",1,0
504,11749181,2350,4.17050834276177,0.185289732778747,2860200,0.005,10,0.1,"0",1,0
505,11749167,329,1.60176531941949,0.0948283686537807,295200,0.005,10,0.1,"0",1,0
506,11749121,1729,3.08487265654042,0.150032424594023,1370700,0.005,10,0.1,"0",1,0
507,11749085,2457,4.79912918630722,0.204424416824956,4036500,0.005,10,0.1,"0",1,0
508,11749067,2354,5.05534012709096,0.212004131941699,4364100,0.005,10,0.1,"0",1,0
509,11749053,2331,3.50518753907605,0.164065376827122,1711800,0.005,10,0.1,"0",1,0
510,11748907,2079,3.93391044617904,0.177867330635165,1878300,0.005,10,0.1,"0",1,0
511,11748843,2541,3.96056176123812,0.178709982396142,1802700,0.005,10,0.1,"0",1,0
512,11748789,2118,3.49871426065225,0.163853224209672,1307700,0.005,10,0.1,"0",1,0
515,11750375,2183,5.50725801089396,0.225099150126625,3869100,0.005,10,0.1,"0",1,0
516,11750403,2433,4.31454011155364,0.189746256562388,2317500,0.005,10,0.1,"0",1,0
519,11750381,1753,3.53548450483445,0.165056759951437,1383300,0.005,10,0.1,"0",1,0
520,11750391,1764,3.03360556399757,0.148282683697842,966600,0.005,10,0.1,"0",1,0
521,11750367,2299,4.61535231917576,0.198912676127435,2495700,0.005,10,0.1,"0",1,0
524,11750891,508,2.13390895906539,0.115915677982823,421200,0.005,10,0.1,"0",1,0
525,11750437,2067,3.64449942399249,0.168603109184175,1602900,0.005,10,0.1,"0",1,0
526,11748853,222,2.21428487679268,0.118954946143138,452700,0.005,10,0.1,"0",1,0
529,11750457,1915,4.00315729279982,0.180053230290473,2010600,0.005,10,0.1,"0",1,0
531,11750467,784,2.19324817777897,0.118162726401401,452700,0.005,10,0.1,"0",1,0
533,11750493,505,3.1382195472564,0.151843912393808,1134000,0.005,10,0.1,"0",1,0
534,11750483,2693,4.34832559506858,0.190785119352704,2522700,0.005,10,0.1,"0",1,0
535,11750487,2925,3.97068678506265,0.179029665534105,2043000,0.005,10,0.1,"0",1,0
536,11750357,2676,4.48721173291446,0.19503055326552,2040300,0.005,10,0.1,"0",1,0
538,11750351,1956,5.18019775448947,0.21565597559258,2313000,0.005,10,0.1,"0",1,0
539,11750373,1708,3.55367312247041,0.165650706806179,1239300,0.005,10,0.1,"0",1,0
540,11750413,2117,3.41683883665155,0.16115960909254,1352700,0.005,10,0.1,"0",1,0
547,11750369,2304,4.9427735023034,0.208688518435688,2103300,0.005,10,0.1,"0",1,0
549,11750445,2220,3.42448075103058,0.161411833050694,1180800,0.005,10,0.1,"0",1,0
553,11750389,2063,3.72212104288815,0.171108822838999,1107900,0.005,10,0.1,"0",1,0
556,11750435,1586,3.41970731834166,0.161254304116807,1126800,0.005,10,0.1,"0",1,0
557,11750399,1747,3.51532660773595,0.164397434519104,1325700,0.005,10,0.1,"0",1,0
558,11750383,2296,4.22022758517781,0.186833250341644,1701000,0.005,10,0.1,"0",1,0
559,11750455,1649,2.95087047028764,0.145440098979418,955800,0.005,10,0.1,"0",1,0
565,11750471,1968,4.38514354277579,0.191914473468618,2176200,0.005,10,0.1,"0",1,0
566,11750453,1665,3.3567956064285,0.159171931976179,1069200,0.005,10,0.1,"0",1,0
567,11750475,2097,4.0390673676359,0.181182324318658,1910700,0.005,10,0.1,"0",1,0
568,11750495,3290,5.11829472328277,0.213848772602575,3507300,0.005,10,0.1,"0",1,0
569,11750485,1604,3.5436853377776,0.165324670245503,1511100,0.005,10,0.1,"0",1,0
570,11750513,1625,3.21128286528072,0.154309993289722,1255500,0.005,10,0.1,"0",1,0
571,11750509,1906,3.69735513800537,0.170311069483939,1742400,0.005,10,0.1,"0",1,0
573,11750501,1745,3.56903298041031,0.166151570924936,1550700,0.005,10,0.1,"0",1,0
574,11750503,2933,4.67916745367228,0.20083392236774,2916000,0.005,10,0.1,"0",1,0
576,11750507,2061,3.23100292292123,0.154972701797699,1110600,0.005,10,0.1,"0",1,0
577,11750517,1892,4.42756535222676,0.193212199789817,2421900,0.005,10,0.1,"0",1,0
579,11750527,1721,3.56632905314067,0.166063446498468,1620900,0.005,10,0.1,"0",1,0
580,11749033,2013,3.81734232959354,0.174161370937355,2053800,0.005,10,0.1,"0",1,0
581,11749003,3087,4.52442829124932,0.196161446581192,3125700,0.005,10,0.1,"0",1,0
582,11749627,3020,4.75637539422051,0.20314790390076,3226500,0.005,10,0.1,"0",1,0
584,11750145,138,1.48419306675637,0.0899005477692093,169200,0.005,10,0.1,"0",1,0
585,11749629,6335,7.00475658644399,0.266375447766193,8507700,0.005,10,0.1,"0",1,0
586,11749019,408,1.43146298912167,0.087652669157548,202500,0.005,10,0.1,"0",1,0
587,11748935,990,2.3383292876071,0.123581376268042,577800,0.005,10,0.1,"0",1,0
588,11748857,1982,4.24726707286564,0.187670390864471,2142900,0.005,10,0.1,"0",1,0
589,11748837,5526,6.27115375603861,0.246525741203982,5579100,0.005,10,0.1,"0",1,0
590,11748787,7848,8.66310717886555,0.309094046541991,11990700,0.005,10,0.1,"0",1,0
591,11748759,1771,3.31526341917677,0.157790803654715,1177200,0.005,10,0.1,"0",1,0
592,11748725,1297,3.71019359059313,0.170724818056971,1388700,0.005,10,0.1,"0",1,0
599,11748455,2038,5.64731490006283,0.229091229248529,2845800,0.005,10,0.1,"0",1,0
600,11748457,3418,7.42691764815938,0.277514119854228,5304600,0.005,10,0.1,"0",1,0
603,11750323,1457,4.95138187854065,0.208942869606526,2045700,0.005,10,0.1,"0",1,0
605,11750327,1609,4.61345691568769,0.198855490870901,1681200,0.005,10,0.1,"0",1,0
606,11750337,1635,3.32322962868722,0.158056115726533,872100,0.005,10,0.1,"0",1,0
607,11748447,3102,6.97056008087642,0.265464487365553,4348800,0.005,10,0.1,"0",1,0
608,11748439,1747,4.9633989964807,0.209297716924076,1806300,0.005,10,0.1,"0",1,0
609,11748437,3221,6.04379217956047,0.240234692609008,2918700,0.005,10,0.1,"0",1,0
610,11748433,1810,4.92029425422942,0.208023697909974,1769400,0.005,10,0.1,"0",1,0
612,11748415,1448,4.91566556566007,0.207886692082071,1765800,0.005,10,0.1,"0",1,0
613,11748417,1928,4.47734678529822,0.194730317626413,1353600,0.005,10,0.1,"0",1,0
614,11748431,2607,6.92964841653187,0.264372878396235,4231800,0.005,10,0.1,"0",1,0
617,11747939,1531,5.53585817231893,0.225916799821482,2558700,0.005,10,0.1,"0",1,0
621,11748421,3192,8.0977912573691,0.29483270921652,5961600,0.005,10,0.1,"0",1,0
622,11747897,1948,5.73667989283126,0.231622897849666,2685600,0.005,10,0.1,"0",1,0
623,11748423,3673,6.96197467719897,0.265235570501453,4136400,0.005,10,0.1,"0",1,0
625,11747953,1588,4.6361312153794,0.199539124520708,1796400,0.005,10,0.1,"0",1,0
626,11747987,3281,5.91614779649186,0.236671721327013,4169700,0.005,10,0.1,"0",1,0
627,11747997,2667,5.24003575990532,0.21739674362176,3300300,0.005,10,0.1,"0",1,0
628,11748003,121,1.53445518284976,0.0920210119505606,158400,0.005,10,0.1,"0",1,0
630,11747971,1797,4.48918113146163,0.195090467381627,2236500,0.005,10,0.1,"0",1,0
631,11747945,4961,7.99784952276314,0.292280821346069,7817400,0.005,10,0.1,"0",1,0
632,11747901,1650,3.79922243301659,0.173582270050239,1204200,0.005,10,0.1,"0",1,0
633,11747831,1889,4.88659886557334,0.207025452163476,1688400,0.005,10,0.1,"0",1,0
637,11748387,2005,6.56167550038958,0.254465777480238,3654900,0.005,10,0.1,"0",1,0
639,11748515,540,6.63913935753598,0.25656493952719,3642300,0.005,10,0.1,"0",1,0
646,11748369,1018,4.40676160296754,0.192576260255572,1474200,0.005,10,0.1,"0",1,0
647,11748377,1155,4.12438657765852,0.183852954930985,1301400,0.005,10,0.1,"0",1,0
649,11748383,3569,8.08178693991556,0.294424697040202,6985800,0.005,10,0.1,"0",1,0
650,11748411,2128,6.36692720308292,0.249155212883343,3480300,0.005,10,0.1,"0",1,0
653,11748413,1648,5.33375672092363,0.220111280923442,2136600,0.005,10,0.1,"0",1,0
654,11747853,2337,5.35901894509937,0.220840521294453,2181600,0.005,10,0.1,"0",1,0
656,11747917,1573,3.1808573035558,0.15328511697777,922500,0.005,10,0.1,"0",1,0
657,11747915,2089,3.38312440702031,0.160044825318294,1066500,0.005,10,0.1,"0",1,0
658,11747933,1751,3.6723580025934,0.169504240501696,1583100,0.005,10,0.1,"0",1,0
659,11747891,1707,3.11007042116261,0.150889220501566,988200,0.005,10,0.1,"0",1,0
660,11747869,2626,5.23048263154535,0.21711923193372,3199500,0.005,10,0.1,"0",1,0
661,11747865,1625,3.69563868821681,0.170255720315604,1321200,0.005,10,0.1,"0",1,0
663,11747805,1044,3.77431944934243,0.172785031891716,945000,0.005,10,0.1,"0",1,0
664,11747803,669,5.0913669887239,0.213060597510931,1973700,0.005,10,0.1,"0",1,0
665,11747841,1679,4.22807937166141,0.187076506418184,1269900,0.005,10,0.1,"0",1,0
667,11747867,6059,8.35733342616633,0.301416116100748,6601500,0.005,10,0.1,"0",1,0
668,11747881,2008,4.50880985828553,0.195687193018634,1697400,0.005,10,0.1,"0",1,0
669,11748105,277,2.82164246712987,0.140951741836718,632700,0.005,10,0.1,"0",1,0
671,11747861,1707,4.93299224622152,0.20839935090883,2107800,0.005,10,0.1,"0",1,0
672,11747851,2635,4.75273802760246,0.20303914340707,2079000,0.005,10,0.1,"0",1,0
674,11747837,1663,4.34901132466153,0.190806179582306,1798200,0.005,10,0.1,"0",1,0
675,11747835,2585,5.23791492155987,0.217335147869886,2736000,0.005,10,0.1,"0",1,0
676,11747909,2004,4.39259132616083,0.192142580365907,1865700,0.005,10,0.1,"0",1,0
677,11747965,2572,3.85079793821041,0.175228430237569,1749600,0.005,10,0.1,"0",1,0
681,11747955,3926,6.47224864718901,0.252033165626584,4817700,0.005,10,0.1,"0",1,0
682,11747967,1897,3.62781831713025,0.16806254252369,1218600,0.005,10,0.1,"0",1,0
683,11747957,1904,3.95040086572149,0.178388920083232,1570500,0.005,10,0.1,"0",1,0
684,11747963,2012,4.54320178625659,0.196730854118797,2341800,0.005,10,0.1,"0",1,0
688,11748011,3897,6.05422580057349,0.240524925687575,4588200,0.005,10,0.1,"0",1,0
689,11749599,3043,4.89417914916197,0.20725020208432,3330000,0.005,10,0.1,"0",1,0
691,11748005,1572,3.15750494930892,0.152496503792475,980100,0.005,10,0.1,"0",1,0
692,11749601,2288,4.37767825005746,0.19168571363837,2646000,0.005,10,0.1,"0",1,0
693,11748765,3007,5.21504059905548,0.216670329911863,4194900,0.005,10,0.1,"0",1,0
694,11748737,2837,4.26774363037303,0.188303280009392,2479500,0.005,10,0.1,"0",1,0
696,11748715,3831,5.1973914668893,0.21615677855637,4086900,0.005,10,0.1,"0",1,0
697,11748717,2277,3.56271940691056,0.165945772292893,1590300,0.005,10,0.1,"0",1,0
698,11748727,1989,3.63309746393396,0.16823369864336,1709100,0.005,10,0.1,"0",1,0
699,11748747,2364,3.86374548042743,0.175640642061208,1986300,0.005,10,0.1,"0",1,0
700,11748739,1801,3.37340607845548,0.159722866287136,1412100,0.005,10,0.1,"0",1,0
701,11747977,2872,5.24427388422714,0.217519809553139,2649600,0.005,10,0.1,"0",1,0
703,11747941,2887,6.45638294085281,0.251600532486519,4306500,0.005,10,0.1,"0",1,0
704,11747943,1800,4.0093010364375,0.180246618264895,1476000,0.005,10,0.1,"0",1,0
706,11747913,4109,6.44564307937969,0.251307492137495,4122000,0.005,10,0.1,"0",1,0
707,11747911,2322,4.19582992518976,0.18607651868712,1460700,0.005,10,0.1,"0",1,0
708,11747907,2573,4.94449683349888,0.208739448230391,2147400,0.005,10,0.1,"0",1,0
709,11747923,1882,4.40069634233627,0.192390684855555,1711800,0.005,10,0.1,"0",1,0
710,11747975,3889,6.53596241959102,0.253767348217848,5233500,0.005,10,0.1,"0",1,0
711,11747985,2119,4.56699974141256,0.197451642100852,2268000,0.005,10,0.1,"0",1,0
712,11748001,4371,6.13681617737394,0.242817083910628,4986900,0.005,10,0.1,"0",1,0
714,11749597,2718,5.64588062663063,0.229050499380985,4465800,0.005,10,0.1,"0",1,0
717,11748013,954,3.88866228414441,0.176432756150234,1704600,0.005,10,0.1,"0",1,0
720,11749609,3592,4.98617826352177,0.209969647807828,3798900,0.005,10,0.1,"0",1,0
721,11750139,202,3.06495258883655,0.149353598744888,1176300,0.005,10,0.1,"0",1,0
723,11749611,2001,3.16389738881306,0.152712551032902,1245600,0.005,10,0.1,"0",1,0
724,11749615,1074,2.96022138647953,0.145762562076247,1120500,0.005,10,0.1,"0",1,0
725,11748925,1374,2.94500530770935,0.14523768444999,1129500,0.005,10,0.1,"0",1,0
726,11748871,1720,3.40629250543425,0.160811245747261,1665000,0.005,10,0.1,"0",1,0
730,11748803,1492,2.95321203332687,0.145520875702538,1126800,0.005,10,0.1,"0",1,0
733,11748859,4309,5.30051021668023,0.219149978374713,5044500,0.005,10,0.1,"0",1,0
735,11748801,2275,3.80252583209541,0.173687906330777,2026800,0.005,10,0.1,"0",1,0
736,11748799,2488,4.23164171759886,0.187186826704549,2690100,0.005,10,0.1,"0",1,0
737,11748885,3573,4.47602918963031,0.194690202126382,3432600,0.005,10,0.1,"0",1,0
741,11748947,2216,3.39473575005854,0.160429134583678,1773900,0.005,10,0.1,"0",1,0
743,11748963,2656,3.88465836457056,0.176305573029953,2569500,0.005,10,0.1,"0",1,0
744,11748949,2755,4.31523326604876,0.189767594690808,3240900,0.005,10,0.1,"0",1,0
745,11748923,4010,4.53091404639637,0.196358242097339,3547800,0.005,10,0.1,"0",1,0
746,11748939,2525,3.10243144230157,0.150629694133539,1442700,0.005,10,0.1,"0",1,0
749,11748961,771,2.24191165906891,0.119991920905507,670500,0.005,10,0.1,"0",1,0
750,11748985,3278,3.75675144937792,0.172221664699269,2445300,0.005,10,0.1,"0",1,0
751,11748995,5497,5.58372422653744,0.227282413021319,6353100,0.005,10,0.1,"0",1,0
752,11749027,2444,3.48106001238962,0.163274031489607,2076300,0.005,10,0.1,"0",1,0
753,11749039,1826,3.21336653569782,0.154380074290763,1742400,0.005,10,0.1,"0",1,0
756,11749117,2617,4.25009952888936,0.187757990837004,3619800,0.005,10,0.1,"0",1,0
757,11749079,2106,2.5878396901482,0.132670760179531,1069200,0.005,10,0.1,"0",1,0
758,11749055,2101,3.05604158006504,0.149049505733803,1523700,0.005,10,0.1,"0",1,0
759,11749699,1848,2.97995782586922,0.146442165174721,1494000,0.005,10,0.1,"0",1,0
760,11749187,2727,3.45293041896508,0.162349343863794,2129400,0.005,10,0.1,"0",1,0
761,11749157,2123,3.8902622589354,0.176483567808814,2801700,0.005,10,0.1,"0",1,0
762,11749103,2371,4.33595683424798,0.190405076854105,3565800,0.005,10,0.1,"0",1,0
763,11749061,2206,3.53457167862047,0.165026927609926,2067300,0.005,10,0.1,"0",1,0
764,11749175,1601,2.54953406289007,0.131293018183376,1007100,0.005,10,0.1,"0",1,0
766,11749207,736,2.07219871408509,0.113558863874448,613800,0.005,10,0.1,"0",1,0
767,11749673,2381,3.60037207895331,0.167171495841602,2372400,0.005,10,0.1,"0",1,0
768,11749675,6545,6.56750000789166,0.254623871002707,10220400,0.005,10,0.1,"0",1,0
769,11749199,3460,4.82655037148076,0.205241343596144,4892400,0.005,10,0.1,"0",1,0
770,11749177,2517,3.41683883665155,0.16115960909254,2046600,0.005,10,0.1,"0",1,0
771,11749143,3553,4.89534390830495,0.207284727090597,4898700,0.005,10,0.1,"0",1,0
